CGPA,Internships,Projects,Communication,CP,DSA,ML,Cloud,Backlogs,Certs,Tier,ResumeScore,Placement
9.14,2,2,5,1,3,1,0,0,1,Tier 1,72,None
6.98,1,3,1,0,2,0,0,0,2,Tier 2,54,None
6.81,0,5,2,1,5,0,1,0,3,Tier 1,96,Service
6.4,0,4,5,0,4,0,1,0,2,Tier 2,45,None
7.57,1,2,2,1,4,0,0,0,0,Tier 1,69,Service
6.94,1,4,4,1,5,0,1,1,5,Tier 3,77,Service
6.48,2,5,5,1,2,1,1,1,0,Tier 2,46,None
8.28,2,3,4,1,5,1,1,0,4,Tier 3,53,None
9.67,1,5,5,1,1,0,0,0,1,Tier 2,63,None
9.89,2,4,1,0,5,1,0,1,5,Tier 2,43,None
7.34,2,5,4,1,3,1,0,0,1,Tier 3,51,None
7.55,0,3,3,1,1,0,1,1,3,Tier 2,87,Service
7.13,1,2,2,1,2,1,1,0,5,Tier 3,45,None
8.5,1,1,4,0,4,1,0,0,3,Tier 1,64,None
8.63,1,1,3,1,3,1,1,1,2,Tier 3,80,None
6.67,1,2,3,1,4,1,0,1,1,Tier 2,61,Service
6.74,2,3,3,1,1,0,1,0,1,Tier 1,75,Service
6.6,1,3,4,0,1,1,1,1,5,Tier 3,86,Service
7.74,0,2,5,0,2,1,1,1,5,Tier 1,67,Service
6.28,1,3,2,1,4,0,0,0,0,Tier 3,90,None
9.79,1,2,2,0,4,0,0,0,0,Tier 1,99,None
8.08,1,3,3,0,3,0,0,0,4,Tier 2,91,Service
6.44,1,2,2,1,4,0,0,1,4,Tier 2,93,None
8.54,0,4,1,1,1,0,0,1,4,Tier 1,42,None
8.72,0,5,4,1,1,1,1,1,1,Tier 3,92,Product
7.71,2,2,2,1,3,1,1,1,2,Tier 3,98,Service
9.75,1,5,3,1,4,0,0,1,1,Tier 1,99,None
9.23,3,1,3,0,5,1,1,1,3,Tier 2,78,None
6.19,2,1,4,1,1,1,1,0,3,Tier 3,51,None
9.44,1,4,5,1,2,1,0,1,5,Tier 2,57,None
7.18,3,2,1,1,1,0,0,1,0,Tier 2,45,None
8.77,2,2,4,1,5,0,0,0,0,Tier 2,73,None
7.77,2,5,5,0,2,1,1,1,3,Tier 2,91,Service
8.98,1,5,5,1,4,1,1,0,3,Tier 3,55,None
7.66,0,2,3,0,3,0,1,0,4,Tier 1,55,None
9.64,3,3,5,0,2,0,0,0,2,Tier 2,42,None
6.58,0,5,5,0,1,0,0,0,3,Tier 1,65,Service
8.47,2,4,2,1,4,0,0,1,0,Tier 1,91,None
7.73,0,3,2,0,1,1,1,1,3,Tier 2,97,Service
6.23,0,1,2,0,2,1,0,0,3,Tier 3,64,None
8.75,1,4,2,0,2,1,0,1,1,Tier 1,93,None
9.08,2,2,2,0,1,0,1,0,3,Tier 2,85,None
7.92,2,1,5,1,4,0,1,1,0,Tier 1,43,None
6.02,1,1,5,0,4,1,1,0,2,Tier 1,74,None
8.01,3,5,2,0,1,1,0,0,5,Tier 3,87,Service
9.69,3,4,2,0,2,0,0,0,0,Tier 1,78,None
7.2,0,5,5,0,2,0,0,0,4,Tier 3,45,None
7.13,2,1,4,1,4,0,0,1,3,Tier 3,52,None
7.87,2,2,5,1,5,0,1,0,0,Tier 1,49,None
9.95,2,4,2,0,2,1,1,1,0,Tier 3,77,None
6.57,0,5,2,0,4,1,0,0,3,Tier 2,86,Service
7.18,2,2,4,1,1,0,0,1,1,Tier 2,91,Service
8.59,2,4,4,1,5,1,0,1,1,Tier 1,65,None
6.26,2,2,1,1,1,0,1,0,1,Tier 1,100,None
9.97,0,5,4,0,5,0,0,1,5,Tier 3,41,None
7.31,2,2,2,0,2,0,0,1,4,Tier 2,41,None
9.41,2,5,2,0,2,0,0,0,2,Tier 1,81,None
9.9,3,2,1,0,5,0,0,0,5,Tier 2,81,None
8.34,2,1,1,1,3,1,1,0,1,Tier 3,92,Product
6.54,0,4,5,1,5,0,1,0,2,Tier 2,96,Service
9.52,3,3,5,1,4,0,0,1,5,Tier 1,88,None
6.33,2,1,1,0,3,1,0,0,5,Tier 2,42,None
7.73,3,2,1,0,1,1,1,0,0,Tier 1,66,Service
6.81,3,2,3,0,5,1,1,0,2,Tier 1,51,None
8.77,3,3,1,1,1,1,0,1,0,Tier 1,48,None
6.44,3,3,3,1,1,0,1,1,4,Tier 3,65,None
8.1,1,1,1,0,4,0,0,1,3,Tier 2,91,Service
8.59,2,5,2,0,4,1,1,1,3,Tier 1,70,None
9.14,1,1,5,1,1,0,0,0,0,Tier 1,86,None
7.36,3,5,1,0,1,1,1,1,0,Tier 1,82,Service
8.31,0,1,3,1,5,1,0,1,5,Tier 3,42,None
6.63,1,5,3,1,5,1,0,1,3,Tier 3,46,None
7.0,1,2,5,0,4,0,1,1,1,Tier 1,88,Service
9.72,2,2,1,1,5,0,1,0,2,Tier 1,81,None
8.49,0,3,5,1,3,0,1,1,4,Tier 2,80,None
8.43,0,4,4,1,2,1,1,0,4,Tier 2,56,None
6.01,1,3,2,1,1,1,0,1,1,Tier 2,42,None
9.83,3,1,1,1,1,1,0,0,4,Tier 3,49,None
6.2,1,1,2,0,4,1,0,0,0,Tier 2,67,None
9.43,2,2,3,1,2,1,1,0,2,Tier 2,79,None
7.33,3,3,2,0,1,1,0,0,3,Tier 2,42,None
7.74,2,1,5,0,5,0,0,1,4,Tier 2,89,Service
8.78,3,1,2,0,1,1,0,1,1,Tier 3,54,None
6.97,3,3,5,1,3,0,1,1,3,Tier 1,89,Service
8.25,0,5,4,0,2,1,0,0,3,Tier 2,94,None
7.16,0,4,4,0,4,1,0,0,4,Tier 2,56,None
8.16,0,1,4,0,4,0,0,1,0,Tier 1,80,None
9.15,2,5,4,1,5,1,0,0,5,Tier 1,82,Product
9.5,1,2,5,0,2,1,1,0,2,Tier 3,85,None
9.61,3,1,2,0,5,0,0,1,3,Tier 2,70,None
8.02,3,1,3,1,3,1,1,0,1,Tier 2,82,Service
6.25,2,1,1,1,2,0,0,1,2,Tier 1,40,None
8.92,3,3,1,0,2,0,0,1,3,Tier 1,84,None
9.9,0,4,4,0,5,0,0,1,2,Tier 3,90,None
9.09,1,3,4,0,4,1,1,0,1,Tier 2,70,None
7.45,3,5,5,0,2,0,0,1,2,Tier 3,89,Service
9.09,3,2,1,1,1,1,0,0,5,Tier 2,95,Product
6.55,0,5,2,0,4,0,0,0,3,Tier 3,65,Service
8.71,3,1,1,1,2,0,0,0,5,Tier 1,42,None
8.04,0,2,4,0,4,0,1,1,3,Tier 2,73,Service
6.63,0,5,5,1,5,1,1,1,2,Tier 3,99,Service
7.48,1,5,4,1,5,1,1,1,0,Tier 3,64,Service
6.44,0,4,3,1,5,1,0,0,4,Tier 2,66,None
9.37,0,1,2,0,3,1,1,1,5,Tier 1,79,None
9.69,3,4,5,0,2,0,0,0,5,Tier 1,64,None
9.68,2,3,1,0,4,0,0,0,2,Tier 1,42,None
6.46,3,4,1,1,2,0,1,1,1,Tier 3,84,None
8.1,2,2,2,1,5,1,1,0,3,Tier 2,57,None
7.85,1,2,5,1,2,1,0,1,4,Tier 2,45,None
8.16,0,5,5,1,4,1,0,0,5,Tier 2,92,Service
7.35,0,5,5,1,5,0,0,0,4,Tier 3,91,Service
7.3,1,4,1,1,2,1,0,1,2,Tier 1,49,None
8.41,3,5,4,1,5,0,0,1,1,Tier 3,66,None
8.71,1,4,5,0,4,1,1,1,0,Tier 3,55,None
7.5,2,2,4,1,2,0,0,0,5,Tier 1,96,Service
8.76,0,4,2,1,4,0,0,0,3,Tier 1,80,None
8.74,2,3,4,0,5,0,0,1,4,Tier 3,100,None
9.01,1,5,4,1,5,1,0,1,0,Tier 3,85,Product
6.42,2,3,3,1,3,1,0,1,4,Tier 2,87,None
8.54,3,5,2,0,3,1,1,0,3,Tier 2,74,None
8.86,0,1,4,1,1,1,1,1,1,Tier 3,43,None
7.48,0,3,5,0,5,0,1,0,5,Tier 3,55,None
8.91,3,5,2,0,3,0,1,0,0,Tier 2,58,None
8.17,2,2,4,0,4,0,0,1,2,Tier 1,42,None
9.49,1,4,4,0,5,1,1,0,1,Tier 3,59,None
7.51,2,1,2,1,4,0,0,0,2,Tier 2,79,Service
7.33,2,3,4,0,3,1,1,1,1,Tier 1,43,None
8.16,3,1,2,0,3,0,1,0,3,Tier 3,64,Service
7.27,3,5,2,0,5,1,0,0,2,Tier 1,56,None
6.81,0,4,3,1,2,1,0,0,2,Tier 2,91,Service
6.15,0,1,4,1,1,0,0,1,2,Tier 1,100,None
8.08,0,5,4,0,1,0,0,0,2,Tier 1,66,Service
6.59,1,4,5,1,3,0,0,0,5,Tier 3,100,Service
9.42,3,5,2,0,2,1,0,0,0,Tier 1,73,None
6.65,2,3,5,0,1,0,1,1,1,Tier 2,74,Service
7.17,3,1,1,1,5,1,0,0,5,Tier 2,74,Service
6.39,3,4,3,0,1,0,0,0,1,Tier 2,77,None
9.43,2,3,5,0,3,1,0,0,5,Tier 2,69,None
7.14,3,2,5,0,4,1,0,1,3,Tier 1,78,Service
